Unnamed: 0.1,Unnamed: 0,index,question,response,answer,extracted_code,output,conv_actual_answer,conv_predicted_answer,f1_score,exact
392,392,392,"what is total intangible asset amortization expense ( millions ) for the years ended december 31 , 2018 , 2017 and 2016?","```python
# 1. What was the intangible asset amortization expense in 2018? (independent, support=[intangible asset amortization expense amounted to $ 12 million , $ 4 million and $ 4 million for the years ended december 31 , 2018 , 2017 and 2016 , respectively])
expense_2018 = 12

# 2. What was the intangible asset amortization expense in 2017? (independent, support=[intangible asset amortization expense amounted to $ 12 million , $ 4 million and $ 4 million for the years ended december 31 , 2018 , 2017 and 2016 , respectively])
expense_2017 = 4

# 3. What was the intangible asset amortization expense in 2016? (independent, support=[intangible asset amortization expense amounted to $ 12 million , $ 4 million and $ 4 million for the years ended december 31 , 2018 , 2017 and 2016 , respectively])
expense_2016 = 4

# 4. What is the total intangible asset amortization expense for the years ended december 31, 2018, 2017, and 2016? (depends on 1, 2, 3, support=[])
total_expense = expense_2018 + expense_2017 + expense_2016
print(total_expense)
#DONE
```",20,2,"20
",20.0,20.0,100.0,100.0
393,393,393,what is the net income margin in the q1 of 2014?,"```python
# 1. What is the net earnings in Q1 of 2014? (independent, support=[net earnings ( loss ) | 90 | 100 | 96 | 52])
net_earnings_q1 = 90
# 2. What are the sales and service revenues in Q1 of 2014? (independent, support=[sales and service revenues | $ 1594 | $ 1719 | $ 1717 | $ 1927])
revenues_q1 = 1594
# 3. What is the net income margin in Q1 of 2014? (depends on 1 and 2, support=[])
net_income_margin_q1 = (net_earnings_q1 / revenues_q1) * 100
print(net_income_margin_q1)
#DONE
```",5.6%,2,"5.646173149309912
",0.055999999999999994,0.055999999999999994,100.0,100.0
394,394,394,"what are the net revenues in investment management in 2016 , in billions?","```python
# 1. What are the average monthly assets under supervision in investment management in 2016?
avg_assets_2016 = 1309  # in billions (independent, support=[average for theyear ended december 2018 | average for theyear ended december 2017 | average for theyear ended december 2016])

# 2. What are the net revenues in investment management in 2016, in billions? (depends on 1, support=[])
net_revenues_2016 = avg_assets_2016  # assuming net revenues are same as average assets in this context
print(net_revenues_2016)
# Output should be the net revenues in investment management in 2016 in billions.
```",5.8,2,"1309
",5.8,1309.0,0.0,0.0
395,395,395,"what percentage of contractual obligations for future payments under existing debt and lease commitments and purchase obligations at december 31 , 2009 due in 2011 are maturities of long-term debt?","```python
# 1. What is the total amount of obligations due in 2011?
obligations_2011 = 1407  # in millions (independent, support=[in millions | 2010 | 2011 | 2012 | 2013 | 2014 | thereafter])

# 2. What is the amount of maturities of long-term debt due in 2011?
debt_2011 = 574  # in millions (independent, support=[in millions | 2010 | 2011 | 2012 | 2013 | 2014 | thereafter])

# 3. What percentage of obligations in 2011 are maturities of long-term debt?
percentage_debt_2011 = (debt_2011 / obligations_2011) * 100
print(percentage_debt_2011)
# DONE
```",41%,2,"40.79601990049751
",0.41,0.41,100.0,100.0
396,396,396,"what was the average , in millions , reserve for losses in 2011 and 2012?","```python
# 1. What was the reserve for losses in 2011?
reserve_2011 = 47  # in millions (independent, support=[in millions | 2012 | 2011])
# 2. What was the reserve for losses in 2012?
reserve_2012 = 43  # in millions (independent, support=[in millions | 2012 | 2011])
# 3. Calculate the average reserve for losses in 2011 and 2012.
average_reserve = (reserve_2011 + reserve_2012) / 2
print(average_reserve)
# DONE
```",45,2,"45.0
",45.0,45.0,100.0,100.0
397,397,397,"on february 17 , 2017 , what was the company's market capitalization as reported on the nyse.\\n\\n","```python
# Quarter ended December 31, 2016
high_price_dec_31_2016 = 118.09  # high price on December 31, 2016
low_price_dec_31_2016 = 99.72  # low price on December 31, 2016

# Calculate market capitalization on December 31, 2016
market_cap_dec_31_2016 = (high_price_dec_31_2016 + low_price_dec_31_2016) / 2

print(market_cap_dec_31_2016)
#DONE
```",46184055450.1,2,"108.905
",46184055450.1,108.905,0.0,0.0
398,398,398,what was the percentage increase in port costs from 2010 to 2012,"```python
# 1. What were the port costs in 2010?
port_costs_2010 = 398.0  # in millions (independent, support=[the amounts of such port costs included in passenger ticket revenues on a gross basis were $ 459.8 million , $ 442.9 million and $ 398.0 million for the years 2012 , 2011 and 2010 , respectively])
# 2. What were the port costs in 2012?
port_costs_2012 = 459.8  # in millions (independent, support=[the amounts of such port costs included in passenger ticket revenues on a gross basis were $ 459.8 million , $ 442.9 million and $ 398.0 million for the years 2012 , 2011 and 2010 , respectively])
# 3. What is the change in port costs from 2010 to 2012?
change = port_costs_2012 - port_costs_2010
# 4. What is the percentage increase in port costs from 2010 to 2012?
percent_increase = (change / port_costs_2010) * 100
print(percent_increase)
# DONE
```",15.53%,2,"15.527638190954777
",0.1553,0.1553,100.0,100.0
399,399,399,what was the change in level 3 financial assets from 2016 to 2017 in millions?,"```python
# 1. What was the total level 3 financial assets in 2016? (independent, support=[$ in millions | as of december 2017 | as of december 2016])
total_assets_2016 = 23280
# 2. What was the total level 3 financial assets in 2017? (independent, support=[$ in millions | as of december 2017 | as of december 2016])
total_assets_2017 = 19201
# 3. What was the change in level 3 financial assets from 2016 to 2017? (depends on 1 and 2, support=[])
change_in_assets = total_assets_2017 - total_assets_2016
print(change_in_assets)
#DONE
```",-4079,2,"-4079
",-4079.0,-4079.0,100.0,100.0
400,400,400,what is the roi for applied materials if the investment made on october 2013 was sold 5 years later?,"```python
# 1. What was the initial investment value in applied materials in October 2013? (independent, support=[])
investment_oct_2013 = 100.00

# 2. What was the value of the investment in applied materials in October 2018? (depends on 1, support=[applied materials | 10/27/2013 | 10/26/2014 | 10/25/2015 | 10/30/2016 | 10/29/2017 | 10/28/2018])
value_oct_2018 = 198.27

# 3. What is the return on investment (ROI) for applied materials if the investment made in October 2013 was sold in October 2018? (depends on 1 and 2, support=[])
roi = ((value_oct_2018 - investment_oct_2013) / investment_oct_2013) * 100
print(roi)
#DONE
```  ",98.27%,2,"98.27000000000001
",0.9826999999999999,0.9826999999999999,100.0,100.0
401,401,401,in 2004 what was the ratio of the snap-on incorporated to the peer group perfomance,"```python
# 1. What was the performance of Snap-on Incorporated compared to the peer group in 2004?
snap_on_performance_2004 = 130.66
peer_group_performance_2004 = 152.42

# 2. What was the ratio of Snap-on Incorporated to the peer group performance in 2004? (depends on 1)
ratio_snap_on_to_peer_group_2004 = snap_on_performance_2004 / peer_group_performance_2004
print(ratio_snap_on_to_peer_group_2004)
#DONE
```",0.86,2,"0.8572365831255742
",0.86,0.86,100.0,100.0
402,402,402,what was the percentage decline in the operating loss from 2007 to 2008,"```python
# 1. What was the operating loss in 2007?
operating_loss_2007 = -1201  # in millions (independent)

# 2. What was the operating loss in 2008?
operating_loss_2008 = -2199  # in millions (independent)

# 3. What was the percentage decline in the operating loss from 2007 to 2008? 
# (depends on 1 and 2, support=[])
percentage_decline = ((operating_loss_2007 - operating_loss_2008) / abs(operating_loss_2007)) * 100
print(percentage_decline)
# DONE
```",-83.3%,2,"83.09741881765196
",-0.833,83.09741881765196,0.0,0.0
403,403,403,"in 2006 , what percent of unrealized loss did foreign currency translation offset?","```python
# 1. What was the unrealized loss in foreign currency translation in 2006? 
unrealized_loss_foreign_currency_2006 = 197  # in millions (independent, support=[foreign currency translation | $ 197 | $ 73 | $ 213])
# 2. What was the total unrealized loss in 2006?
total_unrealized_loss_2006 = -224  # in millions (independent, support=[total | $ -224 ( 224 ) | $ -231 ( 231 ) | $ 92])
# 3. What percent of unrealized loss did foreign currency translation offset in 2006? 
percent_offset = (unrealized_loss_foreign_currency_2006 / abs(total_unrealized_loss_2006)) * 100
print(percent_offset)
#DONE
```",86.78%,2,"87.94642857142857
",0.8678,87.94642857142857,0.0,0.0
404,404,404,"the contracted backlog at december 31 , 2011 contained how much in million dollars for fixed price contracts?","```python
# 1. What was the total contracted backlog at December 31, 2011 for all contract types?
total_backlog_2011 = 897  # in million dollars (independent, support=[( $ in millions ) | 2011 | 2010 | 2009])
# 2. What percentage of the total backlog consisted of fixed price contracts?
fixed_price_percentage = 50  # in percent (independent, support=[( $ in millions ) | 2011 | 2010 | 2009])
# 3. Calculate the amount in million dollars for fixed price contracts in the total backlog at December 31, 2011
fixed_price_backlog_2011 = (fixed_price_percentage / 100) * total_backlog_2011
print(fixed_price_backlog_2011)
#DONE
```",448.5,2,"448.5
",448.5,448.5,100.0,100.0
405,405,405,what percentage of pipeline barrels handled consisted of crude oil trunk lines in 2007?,"```python
# 1. What is the total pipeline barrels handled in 2007? 
total_barrels_2007 = 2500  # in thousands of barrels per day (independent)

# 2. What is the percentage of crude oil trunk lines in 2007? 
crude_oil_trunk_lines_2007 = 1451  # in thousands of barrels per day (support)

# 3. Calculate the percentage of pipeline barrels handled consisted of crude oil trunk lines in 2007
percentage_crude_oil_trunk_lines_2007 = (crude_oil_trunk_lines_2007 / total_barrels_2007) * 100
print(percentage_crude_oil_trunk_lines_2007)
#DONE
```",58.0%,2,"58.040000000000006
",0.58,0.58,100.0,100.0
406,406,406,what is the growth rate in total sales in 2013?,"```python
# 1. What are the total sales in 2013 and 2012? (independent, support=[total sales | $ 44033 | $ 47267 | $ 48047],( $ in millions ) | 2013 | 2012 | 2011)
total_sales_2013 = 44033
total_sales_2012 = 47267

# 2. What is the growth rate in total sales in 2013? (depends on 1, support=[])
growth_rate = ((total_sales_2013 - total_sales_2012) / total_sales_2012) * 100
print(growth_rate)
#DONE
```",-6.8%,2,"-6.8419827786828025
",-0.068,-0.068,100.0,100.0
407,407,407,what is the growth rate in dividends received in 2013 compare to 2012?,"```python
# 1. What is the dividends received in 2012?
dividends_2012 = 83  # in million dollars (independent, support=[from 2013 , 2012 and 2011 , we received cash dividends of $ 92 million , $ 83 million and $ 78 million , respectively])
# 2. What is the dividends received in 2013?
dividends_2013 = 92  # in million dollars (independent, support=[from 2013 , 2012 and 2011 , we received cash dividends of $ 92 million , $ 83 million and $ 78 million , respectively])
# 3. What is the growth rate in dividends received in 2013 compared to 2012? (depends on 1 and 2, support=[])
growth_rate = ((dividends_2013 - dividends_2012) / dividends_2012) * 100
print(growth_rate)
#DONE
```",10.8%,2,"10.843373493975903
",0.10800000000000001,0.10800000000000001,100.0,100.0
408,408,408,what portion of the total restricted units will vest in 2011?,"```python
# 1. How many total restricted units were granted in January 2008?
total_units_granted = 24000  # in units (independent, support=[in january 2008 , the committee granted mr .denault , entergy corporation's chief financial officer , 24000 restricted units])

# 2. What portion of the total restricted units will vest in 2011?
units_vesting_2011 = 8000  # in units (independent, support=[vesting date | restricted stock units])

# 3. What is the portion of the total restricted units that will vest in 2011 as a percentage?
vesting_percentage_2011 = (units_vesting_2011 / total_units_granted) * 100
print(vesting_percentage_2011)
# DONE
```",33.3%,2,"33.33333333333333
",0.33299999999999996,0.33299999999999996,100.0,100.0
409,409,409,what was the average amortization expense from 2006 to 2008,"```python
# 1. What was the total amortization expense in 2006? (independent, support=[- | bermuda subsidiaries 2008 | bermuda subsidiaries 2007 | bermuda subsidiaries 2006 | bermuda subsidiaries 2008 | bermuda subsidiaries 2007 | 2006])
amortization_2006 = 4431 - 724
# 2. What was the total amortization expense in 2007? (independent, support=[- | bermuda subsidiaries 2008 | bermuda subsidiaries 2007 | bermuda subsidiaries 2006 | bermuda subsidiaries 2008 | bermuda subsidiaries 2007 | 2006])
amortization_2007 = 5321 - 873
# 3. What was the total amortization expense in 2008? (independent, support=[- | bermuda subsidiaries 2008 | bermuda subsidiaries 2007 | bermuda subsidiaries 2006 | bermuda subsidiaries 2008 | bermuda subsidiaries 2007 | 2006])
amortization_2008 = 5337 - 798
# 4. What is the average amortization expense from 2006 to 2008? (depends on 1, 2, and 3, support=[])
average_amortization = (amortization_2006 + amortization_2007 + amortization_2008) / 3
print(average_amortization)
# DONE
```",77,2,"4231.333333333333
",77.0,4231.333333333333,0.0,0.0
410,410,410,what percentage of outstanding amounts under the company 2019s long-term financing arrangements is current in 2010?,"```python
# 1. What is the total outstanding long-term obligations in 2010? 
total_long_term_obligations_2010 = 5512492

# 2. What is the current portion of long-term obligations in 2010?
current_portion_2010 = 74896

# 3. What percentage of outstanding amounts under the company's long-term financing arrangements is current in 2010?
current_percentage_2010 = (current_portion_2010 / total_long_term_obligations_2010) * 100
print(current_percentage_2010)
#DONE
```",1%,2,"1.3586595681227294
",0.01,1.3586595681227294,0.0,0.0
411,411,411,in 2014 what percentage of gcla is in non-u.s . dollar denominated assets?,"```python
# 1. What is the total gcla in 2014 for non-U.S. dollar-denominated assets? (independent, support=[$ in millions | average for theyear ended december 2014 | average for theyear ended december 2013])
gcla_non_usd_2014 = 45410
# 2. What is the total gcla in 2014 for all assets? (independent, support=[$ in millions | average for theyear ended december 2014 | average for theyear ended december 2013])
total_gcla_2014 = 179633
# 3. What percentage of gcla in 2014 is in non-U.S. dollar-denominated assets? (depends on 1 and 2, support=[])
percentage_non_usd_2014 = (gcla_non_usd_2014 / total_gcla_2014) * 100
print(percentage_non_usd_2014)
#DONE
```",25%,2,"25.27931950142791
",0.25,25.27931950142791,0.0,0.0
412,412,412,in 2018 what was the percent of the decline in the uncertain tax positions,"```python
# 1. What was the uncertain tax positions at the start of 2018? 
beginning_2018 = 280  # in millions (independent, support=[balance at january 1 | $ 280 | $ 278])
# 2. What were the uncertain tax positions additions based on tax positions related to the current year in 2018?
additions_current_year_2018 = 18  # in millions (independent, support=[additions based on tax positions related to the current year | 18 | 25])
# 3. What were the uncertain tax positions additions for tax positions of prior years in 2018?
additions_prior_years_2018 = 10  # in millions (independent, support=[additions for tax positions of prior years | 10 | 12])
# 4. What were the uncertain tax positions reductions for tax positions of prior years in 2018?
reductions_prior_years_2018 = -24  # in millions (independent, support=[reductions for tax positions of prior years | -24 ( 24 ) | -26 ( 26 )])
# 5. What were the uncertain tax positions settlements in 2018?
settlements_2018 = 2014  # in millions (independent, support=[settlements | 2014 | -6 ( 6 )])
# 6. What were the uncertain tax positions business combinations in 2018?
business_combinations_2018 = 1  # in millions (independent, support=[business combinations | 1 | 2014])
# 7. What were the uncertain tax positions lapse of statute of limitations in 2018?
statute_lapse_2018 = -6  # in millions (independent, support=[lapse of statute of limitations | -6 ( 6 ) | -7 ( 7 )])
# 8. What was the uncertain tax positions in 2018 at the end of the year?
end_2018 = 279  # in millions (independent, support=[balance at december 31 | $ 279 | $ 280])
# 9. Calculate the net change in uncertain tax positions in 2018
net_change_2018 = (beginning_2018 + additions_current_year_2018 + additions_prior_years_2018 + reductions_prior_years_2018 + settlements_2018 + business_combinations_2018 + statute_lapse_2018) - end_2018
# 10. Calculate the percent of the decline in the uncertain tax positions in 2018
percent_decline_2018 = (net_change_2018 / beginning_2018) * 100
print(percent_decline_2018)
#DONE
```",0.35%,2,"719.2857142857143
",0.0034999999999999996,719.2857142857143,0.0,0.0
413,413,413,in millions for 2012 2011 what was the maximum net derivative liabilities under bilateral agreements?,"```python
# 1. What was the net derivative liabilities under bilateral agreements for December 2012? 
net_liabilities_2012 = 27885  # in millions (independent)

# 2. What was the net derivative liabilities under bilateral agreements for December 2011?
net_liabilities_2011 = 35066  # in millions (independent)

# 3. What was the maximum net derivative liabilities under bilateral agreements for 2012 and 2011? 
max_net_liabilities = max(net_liabilities_2012, net_liabilities_2011)

print(max_net_liabilities)
#DONE
```",35066,2,"35066
",35066.0,35066.0,100.0,100.0
414,414,414,"in millions for 2013 and 2012 , what was maximum net derivative liabilities under bilateral agreements?","```python
# 1. What was the maximum net derivative liabilities under bilateral agreements for 2012? (independent, support=[net derivative liabilities under bilateral agreements | $ 22176 | $ 27885, in millions | as of december 2013 | as of december 2012])
max_liabilities_2012 = 27885

# 2. What was the maximum net derivative liabilities under bilateral agreements for 2013? (independent, support=[net derivative liabilities under bilateral agreements | $ 22176 | $ 27885, in millions | as of december 2013 | as of december 2012])
max_liabilities_2013 = 22176

print(max_liabilities_2013, max_liabilities_2012)
#DONE
```",27885,2,"22176 27885
",27885.0,27885.0,100.0,100.0
415,415,415,what percentage of net undeveloped acres expiring were located in the u.s in 2014?,"```python
# 1. What are the net undeveloped acres expiring in the U.S. in 2014? (independent, support=[( in thousands ) | net undeveloped acres expiring 2014 | net undeveloped acres expiring 2015 | net undeveloped acres expiring 2016])
us_acres_2014 = 145
# 2. What is the total net undeveloped acres expiring worldwide in 2014? (independent, support=[( in thousands ) | net undeveloped acres expiring 2014 | net undeveloped acres expiring 2015 | net undeveloped acres expiring 2016])
total_acres_2014 = 586
# 3. Calculate the percentage of net undeveloped acres expiring in the U.S. in 2014 out of the total net undeveloped acres expiring worldwide in 2014. (depends on 1 and 2, support=[])
percentage_us_acres_2014 = (us_acres_2014 / total_acres_2014) * 100
print(percentage_us_acres_2014)
#DONE
```",24.7%,2,"24.744027303754265
",0.247,0.247,100.0,100.0
416,416,416,what was the decrease observed in the total fair value of restricted stock that vested during 2017 and 2018?,"```python
# 1. What was the fair value of restricted stock that vested in 2017?
fair_value_vested_2017 = 121.90  # in dollars (independent, support=[outstanding at 30 september 2017 | 56 | $ 135.74, vested | ( 14 ) | 121.90, outstanding at 30 september 2018 | 42 | $ 140.28])
# 2. What was the fair value of restricted stock that vested in 2018?
fair_value_vested_2018 = 140.28  # in dollars (independent, support=[outstanding at 30 september 2017 | 56 | $ 135.74, vested | ( 14 ) | 121.90, outstanding at 30 september 2018 | 42 | $ 140.28])
# 3. What was the decrease observed in the total fair value of restricted stock that vested during 2017 and 2018? (depends on 1 and 2, support=[])
decrease_fair_value = fair_value_vested_2017 * 14 - fair_value_vested_2018 * 42
ans = decrease_fair_value
print(ans)
#DONE
```",46.34%,2,"-4185.16
",0.46340000000000003,-4185.16,0.0,0.0
417,417,417,"by how much did company 2019s gross liability , excluding interest and penalties , for unrecognized tax benefits increase from 2014 to 2014?","```python
# 1. What was the company's gross liability for unrecognized tax benefits at the end of 2013?
gross_liability_2013 = 177947  # in dollars (independent, support=[balance at december 31 2013 | $ 177947, balance at january 1 2013 | $ 180993])
# 2. What was the company's gross liability for unrecognized tax benefits at the end of 2014?
gross_liability_2014 = 195237  # in dollars (independent, support=[balance at december 31 2014 | $ 195237])
# 3. How much did the company's gross liability increase from 2013 to 2014?
increase = gross_liability_2014 - gross_liability_2013
print(increase)
#DONE
```",9.7%,2,"17290
",0.09699999999999999,17290.0,0.0,0.0
418,418,418,"what was the percentage cumulative total shareholder return on discb common stock for the five year period ended december 31 , 2014?","```python
# What was the total shareholder return on discb common stock on December 31, 2010?
total_return_2010 = 138.79  # in dollars (independent, support=[december 312010])
# What was the total shareholder return on discb common stock on December 31, 2014?
total_return_2014 = 233.86  # in dollars (independent, support=[december 312014])
# Calculate the percentage cumulative total shareholder return for the five-year period.
percentage_return = ((total_return_2014 - total_return_2010) / total_return_2010) * 100
print(percentage_return)
#DONE
```",133.86%,2,"68.49917141004397
",1.3386000000000002,68.49917141004397,0.0,0.0
419,419,419,what was the 2006 tax expense?,"```python
# 1. What was the provision for income taxes in 2006?
tax_expense_2006 = 829  # in millions (independent, support=[provision for income taxes | $ 829 | $ 480 | $ 104, effective tax rate | 29% ( 29 % ) | 27% ( 27 % ) | 28% ( 28 % )])
print(tax_expense_2006)
#DONE
```",$ 240.41,2,"829
",240.41,829.0,0.0,0.0
420,420,420,what percent of 2013 sga is due to project k?,"```python
# 1. What is the reported SGA for 2013?
reported_sga_2013 = 3266  # in millions of dollars (independent, support=[reported sga | $ 3266 | $ 3872 | $ 3725])
# 2. What is the Project K cost for SGA in 2013?
project_k_sga_2013 = 34  # in millions of dollars (independent, support=[project k ( sga ) ( c ) | -34 ( 34 ) | 2014 | 2014])
# 3. What percent of 2013 SGA is due to Project K? (depends on 1 and 2, support=[])
percent_project_k_sga_2013 = (project_k_sga_2013 / reported_sga_2013) * 100
print(percent_project_k_sga_2013)
# DONE
```",.9%,2,"1.0410287813839558
",0.09,1.0410287813839558,0.0,0.0
421,421,421,what is the increase in the operating margin observed in 2015 and 2016?,"```python
# 1. What is the operating margin in 2015?
operating_margin_2015 = 21.9  # in percent (independent, support=[operating margin | 26.8% ( 26.8 % ) | 21.9% ( 21.9 % ) | 18.7% ( 18.7 % ), | 2016 | 2015 | 2014])
# 2. What is the operating margin in 2016?
operating_margin_2016 = 26.8  # in percent (independent, support=[operating margin | 26.8% ( 26.8 % ) | 21.9% ( 21.9 % ) | 18.7% ( 18.7 % ), | 2016 | 2015 | 2014])
# 3. What is the increase in the operating margin observed in 2015 and 2016? (depends on 1 and 2)
increase_operating_margin = operating_margin_2016 - operating_margin_2015
print(increase_operating_margin)
#DONE
```",4.9%,2,"4.900000000000002
",0.049,0.049,100.0,100.0
422,422,422,what was the change in millions of total assets from 2012 to 2013?,"```python
# 1. What are the total assets in 2012? (independent, support=[total assets | $ 911507 | $ 938555, $ in millions | as of december 2013 | as of december 2012])
total_assets_2012 = 938555
# 2. What are the total assets in 2013? (independent, support=[total assets | $ 911507 | $ 938555, $ in millions | as of december 2013 | as of december 2012])
total_assets_2013 = 911507
# 3. What is the change in millions of total assets from 2012 to 2013? (depends on 1 and 2, support=[])
change_in_assets = total_assets_2013 - total_assets_2012
print(change_in_assets)
#DONE
```  ",-27048,2,"-27048
",-27048.0,-27048.0,100.0,100.0
423,423,423,based on the december 31 2018 target what was the debt to equity ratio,"```python
# 1. What was the target allocation for debt securities as of December 31, 2018? (independent, support=[december 31 2018 targetassetallocation | december 31 2018 actualassetallocation | december 31 2017 actualassetallocation])
target_debt_allocation_2018 = 82

# 2. What was the target allocation for equity securities as of December 31, 2018? (independent, support=[december 31 2018 targetassetallocation | december 31 2018 actualassetallocation | december 31 2017 actualassetallocation])
target_equity_allocation_2018 = 18

# 3. What was the total target allocation as of December 31, 2018? (independent, support=[total | 100% ( 100 % ) | 100% ( 100 % ) | 100% ( 100 % )])
total_target_allocation_2018 = 100

# 4. Calculate the debt to equity ratio based on the December 31, 2018 target allocation
debt_to_equity_ratio = target_debt_allocation_2018 / target_equity_allocation_2018
print(debt_to_equity_ratio)
#DONE
```",4.6,2,"4.555555555555555
",4.6,4.6,100.0,100.0
424,424,424,what are the deferred fuel cost revisions as a percentage of 2004 net revenue?,"```python
# 1. What are the deferred fuel cost revisions in 2004? (independent, support=[2003 net revenue | $ 973.7, 2004 net revenue | $ 931.3])
deferred_fuel_cost_2004 = 29.4

# 2. What is the 2004 net revenue? (independent, support=[])
net_revenue_2004 = 931.3

# 3. What are the deferred fuel cost revisions as a percentage of 2004 net revenue? (depends on 1 and 2, support=[])
percent_deferred_fuel_cost_2004 = (deferred_fuel_cost_2004 / net_revenue_2004) * 100
print(percent_deferred_fuel_cost_2004)
#DONE
```",3.16%,2,"3.1568774830881567
",0.0316,0.0316,100.0,100.0
425,425,425,what amount is expected to be paid for support incentives in the next three years?,"```python
# What amount is expected to be paid for support incentives in 2009?
support_incentives_2009 = 1088  # in millions (independent, support=[fiscal ( in millions ) | volume and support incentives])

# What amount is expected to be paid for support incentives in 2010?
support_incentives_2010 = 1105  # in millions (independent, support=[fiscal ( in millions ) | volume and support incentives])

# What amount is expected to be paid for support incentives in 2011?
support_incentives_2011 = 945  # in millions (independent, support=[fiscal ( in millions ) | volume and support incentives])

# What is the total amount expected to be paid for support incentives in the next three years?
total_support_incentives_next_three_years = support_incentives_2009 + support_incentives_2010 + support_incentives_2011
print(total_support_incentives_next_three_years)

#DONE
```",3138,2,"3138
",3138,3138,100.0,100.0
426,426,426,what is the percentage change in the the outstanding debt under the 3.00% ( 3.00 % ) notes from 2007 to 2008?,"```python
# 1. What was the outstanding debt under the 3.00% (3.00%) notes in 2007? (independent, support=[])
debt_2007 = 344.6  # in million dollars (net of discount) (supported by Table Pretext)
# 2. What was the outstanding debt under the 3.00% (3.00%) notes in 2008? (independent, support=[])
debt_2008 = 161.9  # in million dollars (net of discount) (supported by Table Pretext)
# 3. What was the percentage change in the outstanding debt under the 3.00% (3.00%) notes from 2007 to 2008? (depends on 1 and 2, support=[])
percentage_change = ((debt_2008 - debt_2007) / debt_2007) * 100
print(percentage_change)
#DONE
```",-53.0%,2,"-53.01799187463726
",-0.53,-0.53,100.0,100.0
427,427,427,at the pace of 2017 how many years of issuance remain for the restricted stock plan for non-management directors?,"```python
# 1. Calculate the total shares granted during the year 2017
shares_granted_2017 = 2134

# 2. Calculate the total shares earned/vested during the year 2017
shares_vested_2017 = -4372

# 3. Calculate the total shares canceled during the year 2017
shares_canceled_2017 = -91

# 4. Calculate the total shares at the end of the year 2017
shares_end_2017 = 4999

# 5. Calculate the net change in shares during the year 2017 (granted + vested + canceled)
net_change_shares = shares_granted_2017 + shares_vested_2017 + shares_canceled_2017

# 6. Calculate the average change in shares per year based on the net change in shares for 2017
avg_change_shares_per_year = net_change_shares / (shares_end_2017 - shares_granted_2017)

# 7. Calculate the remaining shares needed for the restricted stock plan for non-management directors
remaining_shares = 7328 - shares_end_2017

# 8. Calculate the remaining years of issuance based on the average change in shares per year
remaining_years = remaining_shares / avg_change_shares_per_year
print(remaining_years)
#DONE
```",8.6,2,"-2865.0
",8.6,-2865.0,0.0,0.0
428,428,428,what was the difference in cumulative total stockholder return percentage for illumina inc . common stock versus the nasdaq pharmaceutical index for the four years end 2003?,"```python
# 1. What was the cumulative total stockholder return percentage for illumina inc. common stock on July 27, 2000?
illumina_stock_return_2000 = 100.00  # in percent (independent, support=[july 27 2000 | december 29 2000 | december 28 2001 | december 27 2002 | december 26 2003])
# 2. What was the cumulative total stockholder return percentage for illumina inc. common stock on December 26, 2003?
illumina_stock_return_2003 = 43.81  # in percent (independent, support=[july 27 2000 | december 29 2000 | december 28 2001 | december 27 2002 | december 26 2003])
# 3. What was the cumulative total stockholder return percentage for nasdaq pharmaceutical index on July 27, 2000?
nasdaq_pharma_return_2000 = 100.00  # in percent (independent, support=[july 27 2000 | december 29 2000 | december 28 2001 | december 27 2002 | december 26 2003])
# 4. What was the cumulative total stockholder return percentage for nasdaq pharmaceutical index on December 26, 2003?
nasdaq_pharma_return_2003 = 74.57  # in percent (independent, support=[july 27 2000 | december 29 2000 | december 28 2001 | december 27 2002 | december 26 2003])
# 5. What was the difference in cumulative total stockholder return percentage for illumina inc. common stock versus the nasdaq pharmaceutical index for the four years end 2003?
difference_return = (illumina_stock_return_2003 - illumina_stock_return_2000) - (nasdaq_pharma_return_2003 - nasdaq_pharma_return_2000)
print(difference_return)
#DONE
```",-30.76%,2,"-30.75999999999999
",-0.30760000000000004,-0.30760000000000004,100.0,100.0
429,429,429,in 2004 following the consolidation of the business operation what was the percentage of rental square feet in boston up for re-lease,"```python
# 1. What was the total square feet of rental space in Boston in 2004?
total_rental_sqft_boston = 4800  # in square feet (independent, support=[boston | corporate headquarters ; us tower division | 30000 ( 1 ) | leased, atlanta | us tower and services division ; accounting | 17900 ( rental ) 4800 ( services ) | leased])

# 2. What was the total square feet of leased space in Boston in 2004?
total_leased_sqft_boston = 30000  # in square feet (independent, support=[boston | corporate headquarters ; us tower division | 30000 ( 1 ) | leased])

# 3. What was the percentage of rental square feet in Boston up for re-lease in 2004?
percentage_re_lease = (total_rental_sqft_boston / total_leased_sqft_boston) * 100
print(percentage_re_lease)
#DONE
```",33.3%,2,"16.0
",0.33299999999999996,16.0,0.0,0.0
